name,sex,total
זאהר,M,821
נסיה,F,820
בינה,F,818
מימון,M,817
אלן,F,817
נדאא,F,815
הלני,F,814
מיאדה,F,814
עזמי,M,814
מועין,M,812
נג'יב,M,809
מרוות,F,808
אביה,M,808
פריידא,F,808
אלאונורה,F,807
מרטין,F,807
מייה,F,806
ג'יריס,M,806
און,M,806
זכי,M,803
ביילסאן,F,801
איוון,M,801
ארייה,F,798
מירל,F,798
אדית,F,796
ג'ואנה,F,794
עזיז,M,794
פז,M,791
רסיל,F,790
סאן,M,790
יומנא,F,790
מני,M,789
דני,F,784
חדרה,F,784
שנהב,F,783
קסניה,F,782
אוריאן,M,781
נאדיא,F,781
תחיה,F,780
רביב,M,779
חיתאם,F,778
היפא,F,777
פיוטר,M,776
מסעוד,M,775
ג'יהאן,F,775
נאג'י,M,774
מוניק,F,774
צורי,M,772
שרוק,F,771
אנג'לה,F,771
סברינה,F,769
יאר,M,769
איחסאן,M,767
דרור,F,765
אוולין,F,764
נוח,M,763
רגב,M,762
בשארה,M,761
אורפז,F,761
פטר,M,760
פירוז,F,760
עטיה,M,759
אגם,M,758
חנית,F,758
ורוד,F,758
מדלין,F,757
אלברטו,M,757
מאורי,M,755
עפיפה,F,753
סאבר,M,753
עארף,M,753
סברי,M,752
סעדה,F,752
נעומי,F,751
ג'נאת,F,751
גדליה,M,750
טוני,M,750
סדיל,F,749
נתלי,F,749
סופיאן,M,748
איאס,M,747
גיטי,F,747
רודינה,F,747
ג'נה,F,746
ירחמיאל,M,744
ג'ומאנה,F,744
כליל,F,742
איידל,F,741
מנור,F,741
פאוזיה,F,741
ג'קלין,F,741
רקפת,F,741
לנה,F,740
מיכאיל,M,737
ג'זל,F,734
והיב,M,733
קלאודיה,F,733
טויבא,F,729
פסח,M,728
מאגדה,F,727
סידרא,F,726
שובל,M,726
סיבא,F,725
רוזי,F,723
איילת השחר,F,721
אנתסאר,F,720
הלה,F,719
אילא,F,717
גזאלה,F,717
עיישה,F,717
כרם,F,715
אלאור,M,713
אסיף,M,713
יועד,M,712
ג'וזף,M,712
קטיה,F,712
ולרי,F,711
נזיה,M,709
גרי,M,709
מיקי,M,707
וולאא,F,705
אניס,M,704
אוסיד,M,704
מנדל,M,703
ניבאל,F,703
אזהאר,F,702
ויליאם,M,702
זאהי,M,701
אנז'לה,F,700
אסיא,F,699
אריקה,F,697
אמל,M,696
קשת,F,695
רדא,M,695
ג'ודי,F,694
מריו,M,694
עבלה,F,693
קיאן,F,693
איאן,F,692
איבון,F,692
לורי,F,691
נאנסי,F,691
דר,F,689
מרלין,F,689
עטרת,F,688
פאולה,F,688
חאמד,M,687
ג'ון,M,685
אבראר,F,683
שילה,F,683
טאהר,M,681
חבצלת,F,681
נוראן,F,680
ג'נט,F,680
קארן,F,679
רתיל,F,679
טאלב,M,679
פארוק,M,676
רום,F,675
איסק,M,674
מילאן,F,673
מוסעב,M,673
עידה,F,672
סלאם,M,672
מכלוף,M,671
אייר,F,670
לואיס,M,670
עמיאל,M,669
ירמיהו,M,669
אח'לאס,F,668
יוספה,F,668
מיאן,F,667
הלא,F,666
מיסאא,F,666
היילי,F,665
מונתהא,F,665
חזי,M,664
קטרינה,F,663
שחאדה,M,663
רוסול,F,662
דניס,F,661
ברנרד,M,661
איסחאק,M,660
גאלב,M,659
מישאל,M,659
להב,M,659
צפריר,M,658
דרורה,F,658
קריסטינה,F,654
פול,M,650
ז'קלין,F,649
מגי,F,648
נוי,M,648
קסם,F,647
גוני,M,647
וג'די,M,645
שפיק,M,644
רשאד,M,642
אוליביה,F,642
עאהד,M,641
תגל,F,641
ג'בר,M,640
תם,M,638
ישכר,M,637
תבור,M,637
פיטר,M,635
מירנא,F,634
מייק,M,634
ריתאג,F,634
יערית,F,633
שנטל,F,633
הענא,F,633
ראשד,M,632
אסיל,M,631
מאג'דה,F,631
ליליאנה,F,630
דיויד,M,630
מיילי,F,630
אמור,F,627
כרמי,F,627
איתם,M,626
מליסה,F,626
נחשון,M,626
פאול,M,625
תים,M,624
לוגין,F,624
נסרה,F,622
פרחה,F,622
שאכר,M,621
מינדל,F,621
מילכה,F,620
פייגי,F,619
משולם,M,619
סאיד,M,618
רבאב,F,618
ליפז,F,618
פרץ,M,617
חסיה,F,617
אנשראח,F,617
קרלוס,M,616
סאם,M,615
נהאיה,F,615
עתליה,F,615
מועאד,M,613
חסאן,M,613
יום,M,612
מרסלו,M,612
רשל,F,609
בותינה,F,608
אינגה,F,607
טהר,F,605
זמירה,F,605
טימור,M,605
מנור,M,604
לוסי,F,604
חמדה,F,603
ח'תאם,F,602
שמריהו,M,602
רוזליה,F,602
עבדאל,M,599
חמוטל,F,599
ראמז,M,598
אלירז,M,598
אפי,M,597
ג'נאן,F,597
שאדן,F,597
פאר,F,596
פואז,M,596
אביאור,M,596
אלינוי,F,592
סילבי,F,592
כפאיה,F,592
הזאר,F,590
ריזק,M,589
לוטפי,M,589
ינאל,M,589
עאוני,M,588
אנטוני,M,588
סימא,F,587
דוריס,F,586
יזהר,M,586
רקאן,M,584
ג'אן,M,584
ראועה,F,583
ג'יהאד,F,582
דאנה,F,582
מרסל,M,578
נרי,M,576
בתול,F,575
לואיזה,F,575
ענאל,F,575
חלוד,F,575
סימון,F,573
רגדה,F,573
שיינה,F,573
אשרת,F,572
דיב,M,571
מאשה,F,570
צביקה,M,569
סאלחה,F,569
טובי,F,569
תכלת,F,568
סטיב,M,567
אל,M,566
שביט,F,566
ג'ומעה,M,565
פרג',M,565
שלהבת,F,563
קלמן,M,562
ג'ינא,F,561
פרדי,M,561
צירל,F,558
פדוא,F,556
שטערנא,F,555
בארי,F,554
רונאל,M,553
ג'וני,M,553
ולא,F,552
מתי,M,551
עאסם,M,551
ליר,F,550
צופית,F,550
נידא,F,550
סלימה,F,549
ונסה,F,547
שמעיה,M,546
גיא,F,546
עזאם,M,545
ח'ולוד,F,545
נאהד,F,544
אדריאנה,F,543
קרולינה,F,543
פרוספר,M,543
נורהאן,F,543
אנדרו,M,542
גיהאן,F,542
מדלן,F,541
ח'מיס,M,541
מיתר,M,541
לאו,M,540
שילי,F,539
ג'פרי,M,539
ראשית,F,539
רובין,M,538
פראדל,F,538
זאיד,M,537
רדואן,M,537
אנדראה,F,536
אניסה,F,536
שרלי,M,535
גומאנה,F,533
לאנה,F,533
נואף,M,532
נריה,F,532
עטא,M,531
עבדל,M,529
סוסן,F,527
מימי,F,527
גבריאל,F,526
דגן,M,526
ארנה,F,526
קלוד,M,525
נאהדה,F,525
אלעאי,M,524
שושי,F,523
מאורי,F,523
פבלו,M,523
פרל,F,523
זכיה,F,521
קמילה,F,521
אלטע,F,520
ניקולס,M,519
סיליא,F,518
קירה,F,518
לוג'ין,F,517
דולב,F,517
תמים,M,516
מלקה,F,516
מילאד,M,515
וג'יה,M,515
לוטפיה,F,515
לרין,F,515
מושקא,F,515
איח'לאס,F,514
יעלי,F,514
פדל,M,512
נג'את,F,511
מרטה,F,511
כמיל,M,511
ביאן,M,511
רימון,M,511
ניבה,F,510
מיטב,F,510
נאורס,F,509
סיראג',F,509
כריסטינה,F,508
פהמי,M,508
ג'וד,F,508
אבידן,M,507
נגב,M,507
מורי,M,507
דבי,F,506
נג'ם,F,506
חסנה,F,506
מיי,F,506
פהימה,F,506
עואטף,F,504
תמימה,F,504
דודו,M,504
מוניה,F,503
עובד,M,503
חוריה,F,503
זיסל,F,502
סלאמה,F,501
אלחי,M,499
אלתר,M,498
שני,M,498
עזאלדין,M,498
סנדי,F,497
ראמה,F,497
דוריה,F,496
אנגאם,F,496
רובי,F,495
אירן,F,494
מליחה,F,494
אולפת,F,494
ג'עפר,M,494
כאותר,F,494
קתרין,F,493
עהד,F,492
נליה,F,492
איילין,F,491
בריאן,M,490
ניר,F,489
כפאח,F,488
אדוארדו,M,488
פרנק,M,486
איבתסאם,F,486
רוזלין,F,486
פייר,M,486
מבשר,M,486
ז'נה,F,485
איב,M,484
מרקו,M,484
ענר,M,483
ויאם,F,483
ריין,F,483
נתנאלה,F,483
טוני,F,481
ולנטין,M,481
חניתה,F,481
סיון,M,479
באנה,F,478
אילהאם,F,477
מטילדה,F,477
קלודין,F,477
גרמן,M,477
סעדיה,M,476
ננסי,F,476
מאס,F,475
כלנית,F,475
קנאן,M,475
סאידה,F,474
גנט,F,473
נבא,F,473
מלאני,F,473
ז'אן,M,472
שוקי,M,471
נטלה,F,470
סקר,M,470
אכראם,F,469
לובה,F,469
ארטור,M,469
נבאא,F,469
אלבינה,F,469
מרלן,F,469
אסא,M,468
סול,M,468
ניקה,F,467
מטר,F,467
ח'יר,M,467
נג'וא,F,466
זהור,F,466
נהיל,F,464
תולאי,F,463
ננה,F,463
רנד,F,463
ג'ק,M,463
ממדוח,M,463
ודחה,F,463
ראודה,F,462
לוטם,M,462
טמיר,M,462
נרדין,F,462
שיהאב,M,461
וורוד,F,461
רמאח,F,460
סג'וד,F,460
יאקות,F,458
ראוף,M,458
טלאור,F,458
שאהר,M,457
בילה,F,457
עיליי,M,456
לידר,F,455
אירה,F,455
אנהאר,F,455
פרחיה,F,454
גדליהו,M,454
ספואן,M,453
ראיף,M,453
רנטה,F,453
ג'ונתן,M,453
נשאת,M,453
עאיד,M,452
ראבעה,F,451
ספיר,M,451
רמה,F,451
ירוחם,M,451
אזדהאר,F,448
אעתדאל,F,448
דקל,F,448
סאפי,M,448
וועד,F,447
כרימה,F,447
גראם,F,447
נהאד,F,447
פורטונה,F,446
מייסר,F,446
ריצ'רד,M,445
מורין,F,445
בל,F,445
שריהאן,F,445
הראל,F,445
סאהר,F,445
מרט,M,444
רמדאן,M,444
חמאדה,M,444
תימור,M,443
דיאן,F,443
רינאד,F,443
ג'אנה,F,442
יונת,F,442
ראיק,M,440
שם,M,440
הארון,M,439
ערבה,F,439
אביר,M,439
ראדי,M,439
שראל,M,437
ביאטריס,F,436
איליאא,F,435
לורנס,M,435
אליק,M,434
אדמונד,M,434
אסד,M,434
ליבה,F,433
עדיאל,F,433
לירז,M,432
ארוא,F,431
בלסם,F,431
ופיקה,F,431
גואן,F,430
ח'אלדיה,F,430
מרקוס,M,430
ערפאת,M,430
אמליה,F,429
ארמנד,M,429
ג'ואל,F,427
לולו,F,427
גניה,F,427
ג'ולאן,F,426
רוברטו,M,425
אליקים,M,425
יולי,M,424
אשירה,F,424
עבאס,M,424
נוף,F,424
מארון,M,423
דעאא,F,422
עמיד,M,422
שהירה,F,422
עטל,F,421
גנאת,F,421
ריחאב,F,420
גנאן,F,420
נבאל,F,420
אריאנה,F,419
אראלה,F,419
רווית,F,418
טינה,F,417
אריאם,F,417
אננה,F,417
מונתסר,M,416
קלי,F,415
ליזי,F,414
ארן,M,414
זבולון,M,414
רסמייה,F,413
אלפרד,M,413
מרעי,M,413
אליזה,F,413
אילעי,M,413
דיאלא,F,413
ליילה,F,412
אייסר,M,412
אליסיה,F,411
מילאן,M,411
פרדוס,F,409
קמה,F,409
אליוט,M,409
עילם,M,409
סגוד,F,409
אטי,F,408
בת ציון,F,408
עורווה,M,407
יסמינה,F,407
בדיעה,F,407
עבדאלרחמן,M,406
תמה,F,406
סוהייל,M,406
אראם,M,405
רוידה,F,405
לוטן,M,405
נג'מה,F,405
פרומט,F,405
גונן,M,404
רביטל,F,404
אניה,F,403
נורי,M,402
שוכרי,M,402
ח'יתאם,F,402
חמדאן,M,401
אילי,F,401
רונלד,M,401
נרג'ס,F,400
רעיסה,F,400
סלי,F,400
קדם,M,399
בסמלה,F,398
וחיד,M,398
אדיאן,F,398
אטל,F,396
גאנם,M,396
רלי,F,396
ראול,M,395
נינט,F,395
לורנס,F,395
ארינה,F,395
סמייה,F,394
הינד,F,394
תומס,M,393
רובין,F,393
אראם,F,393
תלמה,F,392
בהיה,F,392
אלקה,F,392
עיינה,F,392
פח'רי,M,391
ניהאיה,F,391
גואהר,F,390
לזר,M,390
דיאלה,F,390
ניסאן,F,390
דברה,F,390
ג'וי,F,389
סוהייר,F,389
בשמת,F,389
פרידא,F,389
רובי,M,389
אנסאף,F,389
אנאבל,F,389
גיתית,F,388
לישי,M,388
שלו,F,388
אדלה,F,388
האיל,M,387
שולי,F,387
עשהאל,M,387
מירנה,F,387
מוחסן,M,386
סדן,F,386
עזאת,M,385
שביט,M,385
ריקה,F,385
חוסניה,F,385
דודי,M,385
עיטאף,F,384
גלילה,F,384
אמנדה,F,384
ליאב,F,384
שריי,F,384
חורחה,M,383
קדם,F,383
קינן,M,383
מידן,M,382
מוופק,M,382
נגוא,F,381
אסיף,F,381
מג'ד,F,381
אודט,F,381
יער,M,380
ראפע,M,380
ח'אולה,F,380
אתאר,F,380
טיבה,F,379
אנז'ליקה,F,378
דוראל,M,378
ליבי,M,378
מתן,F,378
עמיקם,M,377
שאנל,F,377
בן-ציון,M,377
הרי,M,377
גוד,F,377
חולה,F,377
תמארא,F,375
ריקרדו,M,375
סרג',M,373
נג'ואן,M,373
נהאד,M,373
רפעת,M,373
אניל,M,372
כארם,M,372
נוואל,F,372
צמח,M,372
נתיב,M,371
הני,F,371
נירוז,F,370
רימאן,F,370
רודי,M,370
האג'ר,F,370
נרקיס,F,370
מטר,M,369
נזמיה,F,369
שירן,M,369
גולדי,F,368
רסלאן,M,368
גלי,M,367
לורן,M,367
סבטלאנה,F,367
תמארה,F,366
מאי,M,366
אלטר,M,366
דונה,F,365
אלמאזה,F,365
מישיל,M,365
רג'א,M,363
שהנאז,F,363
ויאולטה,F,363
אלזה,F,363
יאנינה,F,363
שפיקה,F,363
לביבה,F,362
אוליבר,M,362
חפציבה,F,361
עזריה,M,361
זמיר,M,360
זלדה,F,360
סרגי,M,359
ריי,F,359
ורוניק,F,359
מולו,F,359
זהיה,F,359
קוראל,F,359
אלמז,F,358
בדיע,M,358
רחלה,F,358
ימימה,F,358
גוליה,F,358
אליסון,F,357
נונה,F,357
דולי,F,356
מיסאן,F,356
עופר,F,356
וסאל,F,356
מרתה,F,356
אינתסאר,F,355
שירית,F,355
זינאת,F,355
ואדים,M,354
רידא,M,354
סיימון,M,354
ארקאן,M,354
נלה,F,354
גאליה,F,353
נעמאן,M,353
הילית,F,353
רחיק,F,353
ליגל,F,353
אנדרה,M,353
ימאמה,F,353
פריאל,M,353
נאום,M,352
יוליאנה,F,352
סביל,F,351
אוריאנה,F,351
אנדי,M,350
תומאס,M,350
נסמה,F,350
דניא,F,350
דרורית,F,350
ראסם,M,350
ג'קי,M,349
קדר,F,349
גוסטבו,M,348
ללי,F,347
ספיה,F,347
אמר,F,346
גרגורי,M,346
המאם,M,346
רווה,M,346
מינדי,F,345
בלקיס,F,345
רוסטיסלב,M,345
תבל,M,345
נהורה,F,345
ג'ורדן,M,344
הילדה,F,344
סאג'דה,F,343
פרי,F,343
לימאר,F,343
צוף,F,343
אוסקר,M,341
מתיו,M,341
מג'יד,M,341
תמרי,F,340
קריסטין,F,340
עזר,M,340
חזקיהו,M,340
פמלה,F,339
מויסר,F,339
אינעאם,F,339
קווין,M,339
גלוריה,F,339
רפאלה,F,339
דלילה,F,338
אושרי,F,337
ג'ולאן,M,337
גנית,F,337
רייזי,F,337
ג'ואהר,F,337
נורסין,F,336
לסלי,F,336
ראוי,M,336
נגאת,F,336
מייסא,F,336
ארנולד,M,336
נג'לא,F,336
אדיסו,M,335
שרל,M,335
בכור,M,335
סאג'ד,M,335
איילון,M,334
יקירה,F,334
אלישי,M,334
הדיה,F,333
חאפז,M,333
גורג,M,333
ויסאל,F,333
ברקת,F,332
אייר,M,332
אנג'ליקה,F,332
מרה,F,331
מירן,F,331
גון,M,331
פהים,M,330
אלבירה,F,330
ג'וליא,F,330
ליעוז,M,330
שבע,F,330
רומי,M,329
זמזם,F,329
משיח,M,329
ארנסט,M,329
בקי,F,329
אלחנדרו,M,329
חמדי,M,328
רוזט,F,328
ליזט,F,326
ברוניסלבה,F,326
רנה,M,325
וורקנש,F,325
רעד,M,325
מלכיאל,M,325
איליא,M,325
רג'א,F,325
נטשה,F,325
לאונרדו,M,324
ג'דיר,F,324
מננה,F,324
אלרום,M,324
זק,M,324
פרנסיס,M,324
מרום,F,323
נופית,F,323
אירמה,F,323
אידית,F,323
מדחת,M,321
אמבט,F,320
תובל,M,319
יעיש,M,319
עדלה,F,318
נרי,F,318
הילאי,M,318
שבתי,M,317
אליאור,F,317
שלוה,F,317
אודרי,F,317
סבסטיאן,M,316
עלקא,F,316
וורקו,M,316
חמיד,M,316
פיני,M,316
מלני,F,315
צוף,M,315
אנגלינה,F,314
אלירז,F,314
ז'ק,M,314
דניל,M,314
סנדרין,F,314
לישי,F,314
דר,M,314
חוסה,M,312
זוהייר,M,312
חלמי,M,311
מזי,F,311
אליחי,M,311
פרחאן,M,311
ציון,F,311
דניז,F,310
שיפא,F,310
סלומה,F,309
כריסטיאן,M,309
לי-אור,F,309
עינב,M,309
נתי,M,308
פלא,M,308
אראל,F,308
מוחיי,M,308
שינדל,F,308
מורג'אן,F,308
גמליאל,M,307
סשה,M,307
אלמירה,F,307
נביה,M,307
בריינדל,F,307
אסינאת,F,306
דוריאן,M,306
גלב,M,306
שריה,M,306
זכר,M,306
קלאודיו,M,305
ג'ינה,F,305
אולסיה,F,305
מכאל,M,304
הבטם,F,304
רויה,F,304
ג'ולין,F,304
ריחאן,F,303
ריזל,F,303
נתאלי,F,303
מרסלה,F,302
צאלה,F,301
לולה,F,301
ניפין,F,301
אמאן,F,301
ארמונד,M,301
נוהאד,F,300
דון,M,300
וסילי,M,300
סבין,F,300
ברונו,M,299
לשם,F,299
קיילה,F,299
ג'וליאנה,F,299
ג'האן,F,299
נידאא,F,298
מירבת,F,298
בדריה,F,298
בריג'יט,F,298
לביאה,F,298
קולט,F,296
אילעאי,M,296
סולי,F,296
שפא,F,296
אנבל,F,296
פלסטין,F,296
למיא,F,295
פלורנס,F,295
לוקאס,M,295
ליאוניד,M,294
יולנדה,F,294
פולה,F,294
אמתיאז,F,293
חאולה,F,293
בוטרוס,M,293
פורת,M,293
ופיק,M,292
זריפה,F,292
נצחיה,F,292
שריפה,F,292
מנואל,M,292
פלאח,M,291
סובחייה,F,291
רייצ'ל,F,290
ח'יריה,F,290
ברית,F,290
וופאא,F,290
לואיז,F,290
סילה,F,290
סינטיה,F,290
סלוה,F,290
מועאז',M,290
כינאן,M,290
הדאיה,F,290
אופרי,F,289
עורסאן,M,289
ניק,M,289
בולוס,M,289
סלביה,F,289
מרגרט,F,289
שאהין,M,289
דיאגו,M,289
רימון,F,288
שבות,F,288
אבבה,M,287
לוג'יין,F,286
עטיל,F,286
וג'דאן,F,286
כדורי,M,286
ניסרין,F,286
רבחי,M,285
צהלה,F,285
כיאן,F,285
זהראא,F,285
אבבה,F,284
האגר,F,284
אבא,M,284
רושדי,M,284
ג'ייסון,M,283
אלכסי,M,283
גקלין,F,283
וסאם,F,283
נג'וד,F,282
ג'ושוע,M,282
איטא,F,281
טמסגן,M,281
עאאשה,F,281
שוש,F,281
מריאל,F,280
טירן,M,280
פניה,F,279
תקוא,F,278
דמיאן,M,278
סיוואר,F,278
קרלה,F,278
דורי,F,277
אווקה,M,277
סולטנה,F,277
אנסאם,F,277
ג'אדה,F,277
גינה,F,277
יהלום,F,277
רוזין,F,277
ריתא,F,276
סיליה,F,276
גוליא,F,276
ראיין,M,276
מימונה,F,276
פיבי,F,275
אומניה,F,275
מוניב,M,274
סוסנה,F,274
ענב,F,274
שליו,F,274
חמודי,M,274
אמבר,F,273
פאדל,M,273
ריצרד,M,272
נזמי,M,272
מיריל,F,272
גרסיאלה,F,272
תיאה,F,272
רוזית,F,272
שאלתיאל,M,271
תרתיל,F,271
נטאלי,F,271
אשלי,F,270
ראגדה,F,270
איזק,M,270
שמאי,M,270
הארי,M,270
שהרזאד,F,269
פרי,M,269
ג'ברין,M,269
סינא,F,268
נטעלי,F,268
דיצה,F,268
לרה,F,268
זוהיר,F,267
יוהן,M,267
עמיעד,M,267
ידין,M,267
גודי,F,267
קורן,F,267
איליא,F,267
נתניאל,M,266
סאגדה,F,266
רנית,F,266
יוסרי,M,266
נצר,M,265
מלודי,F,265
ח'דרה,F,265
דניה,F,265
לירם,M,264
אדרת,F,264
פרדריק,M,264
ברנדה,F,264
הוד,F,263
שנית,F,262
הבטמו,M,261
גואל,M,261
כיפאח,F,261
אליצור,M,261
מרילין,F,260
פאידה,F,260
הלית,F,260
מופידה,F,260
מרין,F,259
כרמן,F,259
ריו,M,259
נג'ואן,F,259
ג'בריל,M,259
תבור,F,259
ראדיה,F,259
נג'יה,F,259
אלרוי,M,258
ברהנו,M,258
אתיר,F,258
לידה,F,258
מרפת,F,258
חאכמה,F,258
אנתיסאר,F,258
בנאן,F,257
סעידה,F,257
שינא,F,257
ריא,F,257
טלב,M,257
נגה,M,256
איחלאס,F,256
יהורם,M,256
סיסאי,M,256
עטאללה,M,256
רבאח,M,256
יגור,M,256
אליז,F,255
טדי,M,255
נביהה,F,255
מוריאל,M,255
קלייר,F,255
רנאד,F,255
גרייס,F,255
ריחאנה,F,254
סיני,F,254
נהאל,F,254
איבט,F,254
ז'נט,F,253
פלורי,F,253
קינדה,F,253
לוריא,M,253
סינדי,F,253
אשל,M,252
שיינדי,F,252
מלקמו,M,252
ראונק,F,252
נוראלדין,M,252
גייל,F,251
רנן,M,251
תם,F,251
מונה,F,251
ארוה,F,250
ידידה,F,250
מיכל,M,250
ראדה,F,249
ג'ילאן,F,249
אלרן,M,249
מטביי,M,249
ויולט,F,249
סרגיו,M,248
מתי,F,248
ג'ואן,M,248
גבי,F,248
אלוירה,F,248
לטיסיה,F,247
רסמי,M,247
שאוקי,M,247
סווסן,F,247
כמיליא,F,247
אהבה,F,247
תאי,M,247
ברי,F,247
עטי,F,246
דומיניק,F,246
מורסי,M,245
אדריס,M,245
מיקי,F,245
אריאן,F,245
נוה,F,244
פביאן,M,244
שפאא,F,244
סאלי,M,244
לאל,M,244
סילינא,F,243
מיאל,M,243
תוקא,F,243
זהייה,F,243
מאטיל,F,242
טיגיסט,F,242
פרננדו,M,242
סאנדי,F,242
טלעת,M,242
שמס,M,242
חובב,M,242
כוכב,F,241
אביטל,M,241
סשה,F,241
מסעודה,F,241
עומרי,F,241
אנג'ל,F,241
אמרה,M,240
ג'ולייט,F,240
נוהר,F,240
ליר,M,240
יפת,M,240
ריין,M,240
מגדולין,F,240
לוסין,F,240
מטי,F,240
רייאן,M,239
מסרט,F,239
מואנס,M,239
נינל,F,239
שחק,M,239
נצח,M,239
סוואר,F,238
ראגב,M,238
ג'יזל,F,238
ארקאן,F,238
אנדרס,M,238
נאזם,M,237
אביגל,F,237
שימי,M,237
וטפה,F,237
חודיפה,M,236
מיסר,F,236
דאהר,M,236
טאי,M,235
ענאד,M,235
בנג'מין,M,235
עאיישה,F,235
שריל,F,235
ביילה,F,235
מוני,M,235
קיילא,F,234
לידן,M,234
זן,M,234
יענטא,F,234
סעוד,M,234
עלאא,F,234
מירפת,F,234
נאפז,M,234
פרנסין,F,233
באדרה,F,233
סוהיילה,F,233
מידד,M,233
פורסאן,M,233
זאנה,F,233
מדיחה,F,233
בוסנה,F,233
אולה,F,233
ארלט,F,233
פדיה,F,232
אלאן,M,232
נעאמה,F,232
ריימונד,M,232
נואר,F,232
אנוואר,F,232
לבונה,F,232
פרג,M,232
גרציה,F,232
צפנת,F,231
לביב,M,231
ניווין,F,231
רג'אא,F,231
ליין,F,231
ארסן,M,231
רביחה,F,231
רווידה,F,231
אדיבה,F,230
ח'לוד,F,230
מרסדס,F,230
