name,sex,sector,total
נאדיר,M,Muslim,18
חנן,F,Druze,18
שורי,M,Jewish,18
קסאיה,F,Jewish,18
קייאן,F,Muslim,18
ברנהרד,M,Jewish,18
קעקאע,M,Muslim,18
קראמה,F,Muslim,18
תמסגן,M,Jewish,18
תמר,M,Muslim,18
תמרה,F,Druze,18
חיכמאת,M,Druze,18
ים,F,Druze,18
סטאי,M,Jewish,18
גיז'רמו,M,Jewish,18
אלקעקאע,M,Muslim,18
עטה,F,Jewish,18
וובטו,M,Jewish,18
אוג'ני,F,Jewish,18
תאמם,F,Muslim,18
ברהני,M,Jewish,18
נורלין,F,Muslim,18
יואלי,M,Jewish,18
יודיטה,F,Jewish,18
איואן,M,Christian-Arab,18
איווי,F,Jewish,18
שייח'ה,F,Muslim,18
קרון,F,Jewish,18
קריג,M,Jewish,18
ברטי,F,Jewish,18
איינדיס,F,Jewish,18
רימונד,M,Christian-Arab,18
אמאיה,F,Jewish,18
מאמיה,F,Jewish,18
אזאנו,F,Jewish,18
יעקב-ישראל,M,Jewish,18
אלה,M,Jewish,18
רפאיל,M,Christian-Arab,18
טלי,M,Jewish,18
פהימה,F,Christian-Arab,18
פוזה,F,Muslim,18
דיאאלדין,M,Muslim,18
תיקוה,F,Jewish,18
מלישו,F,Jewish,18
תייה,F,Muslim,18
קריסתיאן,M,Christian-Arab,18
תוליב,F,Druze,18
תוליין,F,Muslim,18
שרול,F,Jewish,18
וואד,F,Muslim,18
סוהלה,F,Muslim,18
סוהם,F,Jewish,18
וועאד,F,Muslim,18
מטבי,M,Jewish,18
פסיא,F,Jewish,18
וורוניק,F,Jewish,18
מינו,M,Jewish,18
מרשד,M,Muslim,18
רימון,M,Druze,18
אמורה,F,Muslim,18
והבה,M,Druze,18
והבה,M,Muslim,18
גטה,F,Jewish,18
ז'וליט,F,Jewish,18
נרדוס,F,Jewish,18
רילאם,F,Muslim,18
רייסה,F,Jewish,18
אמילה,F,Muslim,18
בקרי,M,Muslim,18
מירות,F,Muslim,18
תימורה,F,Jewish,18
תינא,F,Muslim,18
זורה,F,Jewish,18
קטיה,F,Druze,18
כריסתין,F,Muslim,18
פואאד,M,Muslim,18
דיאן,M,Muslim,18
זוסיא,M,Jewish,18
בערל,M,Jewish,18
תורי,F,Jewish,18
פרנקה,F,Jewish,18
גזאצ'או,M,Jewish,18
סוהיל,F,Muslim,18
אלאן,M,Christian-Arab,18
מוג'הד,M,Muslim,18
אמיר,F,Jewish,18
אהרון-רוני,M,Jewish,18
דורין,F,Druze,18
ניגר,F,Jewish,18
מוריד,M,Muslim,18
איגי,M,Jewish,18
ראג'דה,F,Muslim,18
ראג'ה,F,Muslim,18
ראג'ח,M,Druze,18
נוראיה,F,Muslim,18
ראגד,M,Muslim,18
רידאן,M,Muslim,18
מודי,M,Muslim,18
מרצ'לו,M,Jewish,18
חג'אזי,M,Muslim,18
נסטסיה,F,Jewish,18
ייזן,M,Muslim,18
אנאטולי,M,Jewish,18
אנאי,F,Jewish,18
טלמון,M,Jewish,18
וג'דאן,F,Druze,18
וידיאן,F,Druze,18
סוליקו,F,Jewish,18
ננו,F,Jewish,18
ננט,F,Jewish,18
יקאבה,F,Jewish,18
רידא,M,Druze,18
אנג'אם,F,Druze,18
עינאא,F,Muslim,18
ואסף,M,Druze,18
נופרה,F,Druze,18
יואל,M,Muslim,18
איינור,F,Jewish,18
זידה,F,Druze,18
דונרה,F,Jewish,18
כרואן,F,Druze,18
ג'יאן,F,Muslim,18
דיאלא,F,Christian-Arab,18
דסלי,M,Jewish,18
נאשד,M,Druze,18
גרארד,M,Jewish,18
אנגלה,F,Christian-Arab,18
איתיאל,F,Jewish,18
מרעי,M,Druze,18
נועז,M,Jewish,18
שימשון,M,Jewish,18
סאהר,F,Christian-Arab,18
פזיה,F,Jewish,18
דוניס,F,Jewish,18
יוסיפה,F,Jewish,18
ראיה,F,Christian-Arab,18
בירקו,M,Jewish,18
בלאיינך,M,Jewish,18
מחפוזה,F,Muslim,18
מקבלה,F,Jewish,18
צבייה,F,Jewish,18
נביד,M,Jewish,18
אנהבל,F,Jewish,18
אנדרי,F,Jewish,18
וחטנג,M,Jewish,18
וחידה,F,Druze,18
וונדה,F,Jewish,18
מירן,F,Muslim,18
ראיף,M,Christian-Arab,18
ראיין,F,Muslim,18
ראין,F,Muslim,18
ביסאן,F,Christian-Arab,18
ראכז,M,Muslim,18
ג'יזל,F,Druze,18
מורסל,M,Muslim,18
חרמון,M,Jewish,18
מיכאילו,M,Jewish,18
לפיד,M,Jewish,18
אנט,F,Christian-Arab,18
נלידה,F,Jewish,18
גוליא,F,Christian-Arab,18
גולין,F,Muslim,18
צגה,F,Jewish,18
התאף,F,Muslim,18
אדם,F,Jewish,18
אדן,F,Jewish,18
תואר,F,Jewish,18
וילסון,M,Jewish,18
אילהי,M,Jewish,18
ניהד,F,Muslim,18
סופיקה,F,Jewish,18
בייה,F,Jewish,18
ירושלמית,F,Jewish,18
ירח,M,Jewish,18
גוליאנה,F,Jewish,18
עביד,M,Muslim,18
סוקינה,F,Muslim,18
מיטלי,F,Jewish,18
יחייא,M,Muslim,18
ביבי,F,Jewish,18
בטהה,F,Jewish,18
סרין,F,Jewish,18
איבתהאג',F,Muslim,18
קוצאי,M,Muslim,18
ג'לאא,M,Druze,18
איליאנה,F,Christian-Arab,18
סילביא,F,Christian-Arab,18
חנא,M,Jewish,18
עלייה,F,Jewish,18
אירי,F,Jewish,18
למאא,F,Muslim,18
נג'ואן,F,Druze,18
אנניה,F,Jewish,18
אנית,F,Jewish,18
ח'וזימה,F,Muslim,18
ראשל,F,Christian-Arab,18
מסימו,M,Jewish,18
כלארא,F,Christian-Arab,18
טאבי,F,Jewish,18
טאדילו,M,Jewish,18
בוני,M,Jewish,18
רונלדו,M,Jewish,18
רונן,M,Muslim,18
אסטפאן,M,Christian-Arab,18
לירין,F,Jewish,18
ירין,F,Christian-Arab,18
צופי,F,Jewish,18
ופה,F,Muslim,18
ופייה,F,Muslim,18
וצאל,F,Muslim,18
איקרם,F,Muslim,18
יגן,M,Jewish,18
בולסלב,M,Jewish,18
ג'נאט,F,Muslim,18
זינוביי,M,Jewish,18
מליך,M,Jewish,18
אילית,F,Jewish,18
עהאד,M,Muslim,18
בהגאת,M,Muslim,18
בהגה,F,Muslim,18
נייתן,M,Jewish,18
בדר,M,Christian-Arab,18
בדור,F,Druze,18
בביקר,M,Muslim,18
שהנדה,F,Muslim,18
וקאס,M,Muslim,18
מחבוב,M,Muslim,18
מזמור,F,Jewish,18
מרלן,M,Jewish,18
אסייה,F,Muslim,18
יוסף,F,Jewish,18
פיבל,M,Jewish,18
ג'ס,M,Jewish,18
מראם,M,Muslim,18
מרבת,F,Christian-Arab,18
סביה,F,Jewish,18
ויוליט,F,Christian-Arab,18
נהלא,F,Christian-Arab,18
איסמא,F,Muslim,18
אסעאף,F,Muslim,18
פלאי,F,Jewish,18
סטפי,F,Jewish,18
זקיר,M,Jewish,18
זנש,F,Jewish,18
רהא,F,Muslim,18
מלכית,F,Jewish,18
ג'רארד,M,Jewish,18
פטנה,M,Jewish,18
דומיניקה,F,Jewish,18
יועאד,F,Muslim,18
סנדקו,M,Jewish,18
שרן,F,Jewish,18
איסבלה,F,Jewish,18
רויטל,F,Muslim,18
לימור,F,Druze,18
תיאם,M,Muslim,18
גו,M,Jewish,18
ניקולי,M,Jewish,18
טשלה,M,Jewish,18
סדרא,F,Muslim,18
ויוט,F,Jewish,18
יבגן,M,Jewish,18
נתנה,F,Jewish,18
ג'ראר,M,Jewish,18
סיבו,F,Jewish,18
הודאל,M,Jewish,18
שדמה,F,Jewish,18
ליאנא,F,Christian-Arab,18
באגס,M,Muslim,18
באדרה,F,Druze,18
יאסמה,F,Muslim,18
אפנאן,M,Muslim,18
ישראלי,M,Jewish,18
פיתר,M,Christian-Arab,18
מוירה,F,Jewish,18
מלוכ,F,Druze,18
תמאם,M,Druze,18
תמאר,F,Christian-Arab,18
טרקין,M,Jewish,18
מראל,F,Christian-Arab,18
מראל,F,Muslim,18
פיטיגה,F,Jewish,18
אויס,M,Druze,18
זמי,M,Jewish,18
נגלה,F,Druze,18
פירחית,F,Jewish,18
גהאן,F,Druze,18
ע'זל,F,Druze,18
סיאח,M,Druze,18
זאזה,M,Jewish,18
זאירה,F,Jewish,18
אפקר,F,Muslim,18
אפראם,M,Christian-Arab,18
אפרתי,F,Jewish,18
סנדי,F,Druze,18
ענאדל,F,Muslim,18
כדרה,F,Muslim,18
כואכב,F,Muslim,18
כווסר,F,Muslim,18
ניסה,F,Jewish,18
ענבר,F,Muslim,18
הודיה,F,Muslim,18
זליחה,F,Druze,18
זלינה,F,Jewish,18
יושבה,M,Jewish,18
נתיב,F,Jewish,18
ארז,F,Jewish,18
ליילי,F,Jewish,18
חמד,F,Jewish,18
סגא,F,Druze,18
סגאר,M,Muslim,18
מריי,F,Jewish,18
אינג'וד,F,Muslim,18
אשבל,M,Jewish,18
קאטרין,F,Jewish,18
מזיין,F,Muslim,18
רובחי,M,Muslim,18
ארתחאב,F,Muslim,18
ארקיה,F,Muslim,18
ענאב,F,Druze,18
תאארה,F,Muslim,18
סנאיט,F,Jewish,18
רווה,F,Jewish,18
היילה,F,Jewish,18
היאת,F,Muslim,18
נדי,F,Jewish,18
ליהו,M,Jewish,18
ליהוד,F,Jewish,18
לידיסיה,F,Jewish,18
מילאנה,F,Christian-Arab,18
כבי,F,Jewish,18
עאדי,M,Muslim,18
דבורה-לאה,F,Jewish,18
ליון,M,Jewish,18
גאנדי,M,Muslim,18
גאנה,F,Jewish,18
ארם,M,Muslim,18
ארמו,M,Jewish,18
שג'ף,F,Muslim,18
אריאן,F,Muslim,18
תליא,F,Muslim,18
רנים,M,Christian-Arab,18
רנייה,F,Muslim,18
לאמיה,F,Muslim,18
סאלווה,F,Muslim,18
דילן,M,Druze,18
פהדי,M,Muslim,18
מדיין,M,Druze,18
אליזה,F,Druze,18
אבד,M,Muslim,18
סלבו,M,Jewish,17
מישלה,F,Jewish,17
תרות,F,Muslim,17
סלאבה,M,Jewish,17
אבה,M,Jewish,17
תרואת,M,Muslim,17
אלינעם,F,Jewish,17
גליל,M,Druze,17
אורלי,M,Jewish,17
מעאלי,F,Druze,17
מסרשאו,M,Jewish,17
נפך,F,Jewish,17
טגנש,F,Jewish,17
סורייה,F,Jewish,17
אליא,F,Muslim,17
אליאיר,M,Jewish,17
אליסאר,F,Christian-Arab,17
שטו,M,Jewish,17
זוהאד,F,Christian-Arab,17
אוקה,M,Jewish,17
אוקטאי,M,Jewish,17
ג'אדאללה,M,Muslim,17
ג'אדה,F,Christian-Arab,17
ינטא,F,Jewish,17
ינטי,F,Jewish,17
ינטפו,F,Jewish,17
גלדיס,F,Christian-Arab,17
ורוניקה,F,Muslim,17
שקדיה,F,Jewish,17
גבראן,M,Muslim,17
צעירה,F,Jewish,17
אינון,M,Jewish,17
רוביק,M,Jewish,17
אדנץ',F,Jewish,17
ששיטו,F,Jewish,17
שת,M,Jewish,17
אגניו,M,Jewish,17
ענאב,F,Muslim,17
נהא,F,Druze,17
ליוסיה,F,Jewish,17
כאמיליה,F,Muslim,17
גאנת,F,Muslim,17
צפייה,F,Muslim,17
גאלינה,F,Jewish,17
אוואב,M,Muslim,17
אוואיס,M,Muslim,17
הילל,F,Jewish,17
נהאיא,F,Muslim,17
טובל,F,Jewish,17
טאדלו,M,Jewish,17
זאן,F,Jewish,17
כדיה,F,Jewish,17
רובאן,F,Muslim,17
רובי,F,Muslim,17
אשוט,M,Jewish,17
הידי,F,Jewish,17
אריך,M,Jewish,17
רוואידה,F,Muslim,17
ארואד,F,Druze,17
נדיא,F,Muslim,17
שאריף,M,Muslim,17
עמד,M,Muslim,17
גבטה,F,Jewish,17
אודין,F,Jewish,17
סביר,M,Jewish,17
כהרמאן,F,Muslim,17
גאדי,M,Druze,17
גאון,M,Jewish,17
יאקות,F,Druze,17
מריטה,F,Christian-Arab,17
רוונק,F,Muslim,17
גד,M,Druze,17
גדה,F,Muslim,17
עבדרבה,M,Muslim,17
רוזה,M,Jewish,17
רוזט,F,Muslim,17
שפק,F,Muslim,17
רוחי,M,Christian-Arab,17
הלאא,F,Muslim,17
דוי,M,Jewish,17
דויט,M,Jewish,17
סאבא,F,Muslim,17
מילאגרוס,F,Christian-Arab,17
אוטרי,M,Jewish,17
אולביה,F,Jewish,17
נהוראי,F,Jewish,17
רוא,F,Druze,17
ליבית,F,Jewish,17
ליבנה,F,Muslim,17
אינאל,F,Muslim,17
זמרתיה,F,Jewish,17
אקלו,M,Jewish,17
גוברין,M,Muslim,17
גואדה,M,Jewish,17
רויי,M,Jewish,17
עלמיתו,F,Jewish,17
ויוליית,F,Christian-Arab,17
כורדיה,F,Muslim,17
ג'קסון,M,Jewish,17
זהאר,F,Muslim,17
עסריה,F,Muslim,17
עקל,M,Druze,17
אתיופיה,F,Jewish,17
נגיה,F,Jewish,17
אעתימאד,F,Muslim,17
רוטשילד,M,Jewish,17
ישראלית,F,Jewish,17
מייאס,F,Muslim,17
סהייב,M,Muslim,17
דאלידא,F,Muslim,17
גרר,M,Jewish,17
הלגה,F,Jewish,17
זקרייה,M,Muslim,17
תאימה,F,Muslim,17
רדא,F,Druze,17
קארל,M,Jewish,17
נילית,F,Jewish,17
סנדיאן,F,Muslim,17
באנצ'אמלק,F,Jewish,17
מונטהא,F,Muslim,17
מונטי,M,Jewish,17
אולגא,F,Christian-Arab,17
שאנל,F,Druze,17
רוידה,F,Christian-Arab,17
נג'לה,F,Christian-Arab,17
אסייה,M,Jewish,17
אסיל,M,Christian-Arab,17
אסואר,F,Muslim,17
ניללי,F,Muslim,17
ג'נטה,F,Jewish,17
מרבת,F,Druze,17
אימה,F,Jewish,17
הדאייה,F,Muslim,17
סונדוס,F,Druze,17
טזה,F,Jewish,17
טחיר,M,Jewish,17
אסקנדר,M,Christian-Arab,17
מרלי,F,Jewish,17
שאוקת,M,Muslim,17
ליני,F,Jewish,17
בווקט,M,Jewish,17
בוז'נה,F,Jewish,17
אברהם,M,Christian-Arab,17
מיריאן,F,Jewish,17
אילייה,M,Jewish,17
קוג'אן,M,Muslim,17
באשה,F,Jewish,17
רגיה,F,Muslim,17
שהדי,M,Muslim,17
רומל,M,Christian-Arab,17
איסתיר,F,Jewish,17
גוהר,F,Jewish,17
מוטקה,M,Jewish,17
מויזס,M,Jewish,17
איקה,M,Jewish,17
איקו,M,Jewish,17
האזאר,F,Muslim,17
נג'יבה,F,Druze,17
צהר,F,Jewish,17
זריפה,F,Jewish,17
סמיין,F,Jewish,17
מוחלס,M,Druze,17
רוסי,F,Jewish,17
ערפה,M,Muslim,17
לטי,F,Jewish,17
בוסאינה,F,Muslim,17
לטפי,M,Muslim,17
קווה,M,Jewish,17
ג'משיד,M,Jewish,17
ג'יסיקה,F,Christian-Arab,17
מיעאד,M,Muslim,17
מסי,F,Jewish,17
סואלי,F,Jewish,17
הנאדה,F,Muslim,17
מרסאל,F,Muslim,17
גוויל,F,Christian-Arab,17
טרוור,M,Jewish,17
טרוייה,F,Jewish,17
אנטל,F,Jewish,17
בז,M,Jewish,17
בחור,M,Jewish,17
יוסף-אסף,M,Jewish,17
סאגידה,F,Muslim,17
מורתדא,M,Muslim,17
שיפראו,M,Jewish,17
זוביידה,F,Muslim,17
ששה,F,Jewish,17
מנן,F,Jewish,17
טהני,F,Muslim,17
אירוינג,M,Jewish,17
מוחיאלדין,M,Muslim,17
מוופק,M,Christian-Arab,17
רשראש,M,Druze,17
הנדייה,F,Muslim,17
הנריטה,F,Jewish,17
ראפיף,F,Muslim,17
עתיה,F,Jewish,17
פאג'ר,F,Muslim,17
חנה-חן,F,Jewish,17
חנא,M,Muslim,17
שוטא,M,Jewish,17
מונתאסר,M,Muslim,17
טיבי,M,Jewish,17
עובייד,M,Muslim,17
גולי,F,Christian-Arab,17
הרשי,M,Jewish,17
טפליגה,F,Jewish,17
טקה,M,Jewish,17
הרבי,M,Jewish,17
הרון,M,Jewish,17
טורו,F,Jewish,17
בילגו,F,Jewish,17
בימראו,M,Jewish,17
ולי,F,Jewish,17
עגל,M,Muslim,17
ביטאו,M,Jewish,17
ראניא,F,Christian-Arab,17
לורינה,F,Jewish,17
מקוריאו,M,Jewish,17
מקטה,M,Jewish,17
הרטה,F,Jewish,17
גוסי,M,Muslim,17
לריסה,F,Muslim,17
אנדריה,M,Christian-Arab,17
עינת,F,Muslim,17
רשלה,F,Jewish,17
ראלי,F,Jewish,17
ביסט,M,Jewish,17
חפידה,F,Druze,17
סיגל,F,Muslim,17
לורט,F,Christian-Arab,17
ביכה,F,Muslim,17
מיכאי,M,Jewish,17
אוגן,M,Jewish,17
סלמאוויט,F,Jewish,17
אנטואנט,F,Jewish,17
סינאל,M,Muslim,17
אישתיאק,F,Muslim,17
ריא,F,Druze,17
אנדרגה,M,Jewish,17
אנדאלאו,M,Jewish,17
צ'קול,M,Jewish,17
אנגיל,F,Christian-Arab,17
מאג'ידה,F,Muslim,17
אודט,F,Christian-Arab,17
סניה,M,Jewish,17
טורן,F,Jewish,17
סאסי,F,Jewish,17
דרגה,M,Jewish,17
דוראר,M,Muslim,17
פטי,F,Jewish,17
שריטה,F,Jewish,17
טיילור,M,Jewish,17
גריב,M,Muslim,17
גורגיט,F,Jewish,17
ואלה,F,Muslim,17
עימרי,M,Jewish,17
מנהל,M,Christian-Arab,17
אנג'י,F,Druze,17
זיוי,F,Jewish,17
זיגו,M,Jewish,17
נופג'ה,F,Druze,17
לוליה,F,Muslim,17
בליין,F,Jewish,17
דעאס,M,Muslim,17
סאנע,F,Muslim,17
אבינט,F,Jewish,17
אביסף,M,Jewish,17
מוברק,M,Muslim,17
מאיסא,F,Christian-Arab,17
מאיק,M,Christian-Arab,17
איילין,F,Druze,17
סאדר,M,Muslim,17
שועיב,M,Muslim,17
לויד,M,Jewish,17
קתרינה,F,Jewish,17
ראהד,M,Muslim,17
לומה,F,Muslim,17
סלינא,F,Christian-Arab,17
יפעתי,F,Jewish,17
גוריון,M,Jewish,17
גורמי,M,Jewish,17
ייטי,F,Jewish,17
ריזה,F,Jewish,17
פניאל,F,Jewish,17
רייכל,F,Jewish,17
רפי,M,Christian-Arab,17
סלוואה,F,Muslim,17
סליאור,M,Jewish,17
חגילו,F,Jewish,17
מירונה,F,Jewish,17
ג'וליית,F,Muslim,17
עדאל,M,Jewish,17
עדיה,M,Jewish,17
לוטפיה,F,Christian-Arab,17
אדיבה,F,Christian-Arab,17
אדיל,M,Muslim,17
יפטוסרה,F,Jewish,17
מאייסה,F,Muslim,17
אלא,F,Jewish,17
גיבטה,F,Jewish,17
שלמית,F,Jewish,17
רינט,M,Jewish,17
דוריטה,F,Jewish,17
יונאן,M,Muslim,17
מלך,F,Muslim,17
קרינה,F,Christian-Arab,17
ברהום,M,Muslim,17
נוריין,F,Muslim,17
סוליאנה,F,Jewish,17
סוליימן,M,Jewish,17
מטווי,M,Jewish,17
וסיל,M,Jewish,17
אמזרי,M,Jewish,17
והאב,M,Muslim,17
פסה,F,Jewish,17
בריג'ט,F,Jewish,17
לואן,M,Jewish,17
נאהלה,F,Muslim,17
גנרייטה,F,Jewish,17
נסראלדין,M,Muslim,17
אלשד,M,Jewish,17
יודיתה,F,Jewish,17
קידיסט,F,Jewish,17
ברוש,M,Jewish,17
מופק,M,Druze,17
איימי,F,Druze,17
נאונילה,F,Jewish,17
נאוראי,M,Jewish,17
אמון,M,Jewish,17
מאניסה,F,Muslim,17
מאנל,F,Muslim,17
אלורה,F,Muslim,17
אבי-עד,M,Jewish,17
אורייט,F,Jewish,17
אוריל,M,Jewish,17
גניפר,F,Christian-Arab,17
ילין,M,Jewish,17
יישי,F,Jewish,17
אלקי,F,Jewish,17
אלמראו,M,Jewish,17
יוהנתן,M,Jewish,17
סאלין,F,Jewish,17
פדהצור,M,Jewish,17
מייאר,M,Muslim,17
סאידה,F,Christian-Arab,17
להלי,F,Jewish,17
קסאי,F,Jewish,17
אלחאן,F,Druze,17
נאגח,F,Muslim,17
ווטין,F,Muslim,17
סאיה,F,Muslim,17
לאה,F,Druze,17
חסי,F,Jewish,17
דללין,M,Jewish,17
יוהניס,M,Jewish,17
מארסיל,M,Muslim,17
אלנור,F,Jewish,17
סוזאנה,F,Muslim,17
גילאור,F,Jewish,17
גין,F,Christian-Arab,17
אושריה,F,Jewish,17
שמטוב,M,Jewish,17
עזרה,M,Jewish,17
אלחוסיין,M,Muslim,17
רסמיה,F,Christian-Arab,17
סלאף,F,Muslim,17
סיראן,F,Muslim,17
ווללאו,M,Jewish,17
עוסמן,M,Muslim,17
ספא,M,Muslim,17
ג'וזי,F,Jewish,17
שיבלי,M,Christian-Arab,17
רמאל,M,Jewish,17
גליל,M,Christian-Arab,17
אורל,F,Jewish,17
עופראן,F,Muslim,17
פרחית,F,Jewish,17
ימינה,F,Jewish,17
מהארן,M,Muslim,17
ימקיר,F,Jewish,17
מכארם,F,Muslim,17
סירינא,F,Muslim,17
פדלאללה,M,Druze,17
דילאן,F,Muslim,17
זוייה,F,Jewish,17
זוהייר,M,Druze,17
ספירית,F,Jewish,17
ג'ואל,F,Muslim,17
נטעיה,F,Jewish,17
איזל,M,Druze,17
דילאן,M,Druze,17
עזאם,M,Christian-Arab,17
מתן-חיים,M,Jewish,17
ימן,F,Muslim,17
ימנה,F,Muslim,17
מרייה,F,Jewish,17
שביב,M,Christian-Arab,17
ליזטה,F,Jewish,17
אבקילש,F,Jewish,17
חמאדי,M,Muslim,17
מדללה,F,Druze,17
מיקיילה,F,Jewish,17
תקיי,M,Muslim,17
רנדל,M,Jewish,17
חיביט,F,Jewish,17
ג'ד,M,Jewish,17
קלודיו,M,Jewish,17
ג'אפר,M,Muslim,17
פדוה,F,Druze,17
דייל,F,Jewish,17
אליזבט,F,Muslim,17
מל,M,Jewish,16
גמאר,F,Muslim,16
אליסבט,F,Jewish,16
אליסר,F,Druze,16
מתין,F,Muslim,16
מתילד,F,Jewish,16
שי-שלמה,M,Jewish,16
מוראם,F,Muslim,16
גמלה,F,Muslim,16
גלעד,F,Jewish,16
פרהנאז,F,Jewish,16
רמי,F,Jewish,16
עזיז,M,Druze,16
עזו,M,Muslim,16
טינטין,F,Jewish,16
חולוד,F,Christian-Arab,16
חולה,F,Druze,16
משוש,F,Jewish,16
עבאד,M,Muslim,16
זוהיירה,F,Muslim,16
ספי,M,Druze,16
פדור,M,Jewish,16
קלוד,F,Christian-Arab,16
קלודין,F,Muslim,16
תאניא,F,Christian-Arab,16
טירנית,F,Jewish,16
עורסאן,M,Christian-Arab,16
אלמאז,F,Jewish,16
רמדן,M,Muslim,16
ינסאו,F,Jewish,16
עבדאלחלים,M,Muslim,16
רמאח,F,Christian-Arab,16
אלמוש,F,Jewish,16
רכס,M,Jewish,16
רכאז,F,Muslim,16
ווטאן,F,Muslim,16
ווהבי,M,Muslim,16
טיראן,F,Jewish,16
טים,M,Muslim,16
גנה,M,Jewish,16
פרי-אל,F,Jewish,16
מהלט,F,Jewish,16
מישו,M,Jewish,16
אלזהרא,F,Muslim,16
טלאל,M,Christian-Arab,16
וואטין,F,Muslim,16
יסעור,M,Jewish,16
שמחו,M,Jewish,16
גילס,M,Jewish,16
נצאנט,F,Jewish,16
נצ'ו,M,Jewish,16
ווגר,M,Jewish,16
טל-אל,F,Jewish,16
שחרי,M,Jewish,16
אוסלין,F,Druze,16
ולאא,M,Muslim,16
איחלס,F,Muslim,16
מור-מרדכי,M,Jewish,16
קלקידן,M,Jewish,16
קלב,F,Jewish,16
ריצ'ארד,M,Christian-Arab,16
מארלא,F,Christian-Arab,16
אלסדיק,M,Muslim,16
נאדר,M,Jewish,16
ריצ'רד,M,Christian-Arab,16
ילין,F,Druze,16
סאכר,M,Muslim,16
קלרט,F,Jewish,16
קלרה,F,Muslim,16
שי,M,Muslim,16
אדגרד,M,Jewish,16
תחריד,F,Muslim,16
תורכייה,F,Muslim,16
אלול,M,Jewish,16
משאל,M,Jewish,16
ריסי,F,Jewish,16
ריסאן,M,Muslim,16
מארה,M,Jewish,16
מימי,F,Muslim,16
תאמים,M,Muslim,16
ווארד,M,Christian-Arab,16
וובסרה,F,Jewish,16
טלה,F,Muslim,16
וירגיניה,F,Jewish,16
ולה,F,Jewish,16
ולאדי,M,Jewish,16
שרהאן,F,Muslim,16
שראז,F,Muslim,16
יעל,F,Muslim,16
פריבורז,M,Jewish,16
גנעשא,F,Jewish,16
אבידר,M,Jewish,16
אביאסף,M,Jewish,16
טל-שחר,F,Jewish,16
וואלה,F,Muslim,16
מילן,M,Druze,16
אזה,F,Jewish,16
גיום,M,Jewish,16
אמוויש,F,Jewish,16
איזאק,M,Jewish,16
ג'והן,M,Jewish,16
איזרו,M,Jewish,16
אמור,M,Muslim,16
אמיל,F,Jewish,16
אמון,M,Muslim,16
אלבין,M,Jewish,16
תגסת,F,Jewish,16
טדפה,F,Jewish,16
אזנג,F,Jewish,16
מטיקה,F,Jewish,16
וופיקה,F,Muslim,16
סלוואן,F,Muslim,16
רפול,M,Jewish,16
רפאעי,M,Muslim,16
אמיתיי,M,Jewish,16
אמיליאן,M,Jewish,16
ג'וייס,F,Jewish,16
ג'ול,M,Jewish,16
ממי,F,Jewish,16
קנדי,F,Jewish,16
ברק,M,Muslim,16
אייבן,M,Jewish,16
אייאסו,M,Jewish,16
גזאלה,F,Christian-Arab,16
נסיל,F,Muslim,16
אורי-משה,M,Jewish,16
עיזאת,M,Druze,16
סוהם,F,Muslim,16
אמליה,F,Muslim,16
ריחן,F,Muslim,16
נאל,M,Jewish,16
מרק,M,Muslim,16
ריוה,F,Jewish,16
טמורי,M,Jewish,16
גושן,M,Jewish,16
יעקבה,F,Jewish,16
מיקאל,M,Muslim,16
מיראי,F,Jewish,16
פדוה,F,Christian-Arab,16
פדה,F,Druze,16
לאה-ליאת,F,Jewish,16
וג'וד,F,Muslim,16
אנא,F,Muslim,16
ייטב,F,Jewish,16
חואטו,M,Jewish,16
מטוקו,M,Jewish,16
עוטמאן,M,Muslim,16
עודאי,M,Christian-Arab,16
ואג'די,M,Muslim,16
אוגט,F,Jewish,16
איתן,F,Jewish,16
מיימנה,F,Muslim,16
מיימונה,F,Muslim,16
ניברט,M,Jewish,16
ברנדל,F,Jewish,16
נזהה,F,Druze,16
קסאיי,F,Jewish,16
אכלס,F,Muslim,16
ריאד',M,Muslim,16
ריאל,F,Muslim,16
מאג'יד,M,Muslim,16
אנגל,F,Christian-Arab,16
נרין,F,Jewish,16
נוריס,F,Muslim,16
קסם,M,Muslim,16
ברנדן,M,Jewish,16
אורי-אל,M,Jewish,16
יקתרינה,F,Jewish,16
צאלח,M,Jewish,16
רשדיה,F,Muslim,16
אבינועם,F,Jewish,16
איתיה,M,Jewish,16
מוהלל,M,Muslim,16
רחילה,F,Jewish,16
ואטין,F,Muslim,16
רחל-לאה,F,Jewish,16
גולני,M,Jewish,16
אחמד,F,Muslim,16
ניגיסט,F,Jewish,16
סידוניה,F,Jewish,16
דמיטרי,M,Christian-Arab,16
יואנה,F,Christian-Arab,16
דלה,F,Jewish,16
צ'קלה,M,Jewish,16
מרסיל,F,Druze,16
גויל,F,Christian-Arab,16
צדק,M,Jewish,16
צדיקה,F,Muslim,16
גולנורה,F,Jewish,16
צבריה,F,Muslim,16
רחב,F,Muslim,16
לרון,M,Jewish,16
אנטסר,F,Muslim,16
למעה,F,Muslim,16
סינאל,F,Druze,16
סינאם,F,Muslim,16
לנואל,F,Jewish,16
נברט,M,Jewish,16
פוז,F,Druze,16
יונאס,M,Jewish,16
שוקי,M,Christian-Arab,16
ברטינה,F,Jewish,16
נורמן,F,Muslim,16
סאלמי,F,Muslim,16
שייה,M,Jewish,16
